번호,한글명,영문명
2918,"추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives."
2919,"인산에스테르와 이들의 염(락토포스페이트를 포함한다), 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","Phosphoric esters and their salts, including lactophosphates; their halogenated, sulphonated, nitrated or nitrosated derivatives."
2920,"그 밖의 비(非)금속 무기산의 에스테르(할로겐화수소의 에스테르는 제외한다)와 이들의 염, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","Esters of other inorganic acids of non-metals (excluding esters of hydrogen halides) and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives."
2921,아민관능화합물,Amine-function compounds.
2922,산소관능아미노화합물,Oxygen-function amino-compounds.
2923,"제4암모늄염과 수산화 제4암모늄, 레시틴과 그 밖의 포스포아미노리피드(화학적으로 단일한 것인지에 상관없다)","Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or not chemically defined."
2924,"카르복시 아미드관능화합물, 탄산의 아미드관능화합물",Carboxyamide-function compounds; amide-function compounds of carbonic acid.
2925,카르복시이미드 관능화합물(사카린과 그 염을 포함한다)과 이민관능화합물,Carboxyimide-function compounds (including saccharin and its salts) and imine-function compounds.
2926,니트릴관능화합물,Nitrile-function compounds.
2927,디아조화합물ㆍ아조화합물ㆍ아족시화합물,"Diazo-, azo- or azoxy-compounds."
2928,히드라진ㆍ히드록실아민의 유기 유도체,Organic derivatives of hydrazine or of hydroxylamine.
2929,그 밖의 질소관능화합물,Compounds with other nitrogen function.
2930,유기-황 화합물,Organo-sulphur compounds.
2931,그 밖의 유기-무기화합물,Other organo-inorganic compounds.
2932,산소 원자만을 함유한 헤테로고리 화합물,Heterocyclic compounds with oxygen hetero-atom(s) only.
2933,질소 원자만을 함유한 헤테로고리 화합물,Heterocyclic compounds with nitrogen hetero-atom(s) only.
2934,"핵산과 이들의 염(화학적으로 단일한 것인지에 상관없다), 그 밖의 헤테로고리 화합물","Nucleic acids and their salts, whether or not chemically defined; other heterocyclic compounds."
2935,술폰아미드,Sulphonamides.
2936,"프로비타민과 비타민(천연의 것과 이와 동일한 구조를 가지는 합성의 것으로 한정하며, 천연의 프로비타민 농축물과 비타민 농축물을 포함한다), 이들의 유도체로서 주로 비타민으로 사용하는 것과 이들의 상호 혼합물(용매에 용해하였는지에 상관없다)","Provitamins and vitamins, natural or reproduced by synthesis (including natural concentrates), derivatives thereof used primarily as vitamins, and intermixtures of the foregoing, whether or not in any solvent."
2937,"호르몬ㆍ프로스타글란딘ㆍ트롬복산ㆍ류코트리엔(천연의 것과 이와 동일한 구조를 가지는 합성의 것으로 한정한다), 이들의 유도체와 이와 유사한 구조를 가지는 것으로서 주로 호르몬으로 사용되는 것(변성된 폴리펩타이드 체인을 가진 것을 포함한다)","Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones."
2938,"글리코시드(천연의 것과 이와 동일한 구조를 가지는 합성의 것으로 한정한다), 이들의 염ㆍ에테르ㆍ에스테르ㆍ그 밖의 유도체","Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives."
2939,"알칼로이드(천연의 것과 이와 동일한 구조를 가지는 합성의 것으로 한정한다), 이들의 염ㆍ에테르ㆍ에스테르ㆍ그 밖의 유도체","Alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives."
2940,"당류(화학적으로 순수한 것으로 한정하며, 자당ㆍ유당ㆍ맥아당ㆍ포도당ㆍ과당은 제외한다), 당에테르ㆍ당아세탈ㆍ당에스테르와 이들의 염(제2937호ㆍ제2938호ㆍ제2939호의 물품은 제외한다)","Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than products of heading 29.37, 29.38 or 29.39."
2941,항생물질,Antibiotics.
2942,그 밖의 유기화합물,Other organic compounds.
3001,"장기(臟器) 요법용 선(腺)과 그 밖의 기관(건조한 것으로 한정하며, 가루로 된 것인지에 상관없다), 선(腺)과 그 밖의 기관이나 이들의 분비물의 추출물로서 장기(臟器) 요법용의 것, 헤파린과 그 염, 치료용ㆍ예방용으로 조제한 그 밖의 인체물질이나 동물의 물질로서 따로 분류되지 않은 것","Glands and other organs for organo-therapeutic uses, dried, whether or not powdered; extracts of glands or other organs or of their secretions for organo-therapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, not elsewhere specified or included."
3002,"사람의 피, 치료용ㆍ예방용ㆍ진단용으로 조제한 동물의 피, 면역혈청ㆍ그 밖의 혈액 분획물과 면역물품(생물공학적 방법에 따라 변성되거나 얻어진 것인지에 상관없다), 백신ㆍ독소ㆍ미생물 배양체(효모는 제외한다)와 이와 유사한 물품, 세포 배양체(변성된 것인지에 상관없다)","Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms(excluding yeasts) and similar products; cell cultures, whether or not modified."
3003,"의약품(두 가지 이상의 성분을 혼합한 치료용이나 예방용의 것으로서 제3002호ㆍ제3005호ㆍ제3006호의 물품, 일정한 투여량으로 한 것, 소매용 모양이나 포장을 한 것은 제외한다)","Medicaments (excluding goods of heading 30.02, 30.05 or 30.06) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale."
3004,"의약품[혼합한 것인지에 상관없으며 치료용이나 예방용의 것으로서 일정한 투여량으로 한 것(피부 투여의 형식을 취한 것을 포함한다)과 소매용 모양이나 포장을 한 것으로 한정하며, 제3002호ㆍ제3005호ㆍ제3006호의 물품은 제외한다]","Medicaments (excluding goods of heading 30.02, 30.05 or 30.06) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings for retail sale."
3005,탈지면ㆍ거즈ㆍ붕대와 이와 유사한 제품(예: 피복재ㆍ반창고ㆍ습포제)으로서 내과용ㆍ외과용ㆍ치과용ㆍ수의과용으로 사용하기 위하여 의료물질을 도포하거나 침투시킨 것이나 소매용 모양이나 포장을 한 것,"Wadding, gauze, bandages and similar articles (for example, dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes."
3006,의료용품(이 류의 주 제4호의 물품으로 한정한다),Pharmaceutical goods specified in Note 4 to this Chapter.
3101,"동물성ㆍ식물성 비료(함께 혼합한 것인지 또는 화학적 처리를 한 것인지에 상관없다), 동물성ㆍ식물성 물품을 혼합하거나 화학적으로 처리한 비료","Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers produced by the mixing or chemical treatment of animal or vegetable products."
3102,질소비료(광물성 비료나 화학비료로 한정한다),"Mineral or chemical fertilisers, nitrogenous."
3103,인산비료(광물성 비료나 화학비료로 한정한다),"Mineral or chemical fertilisers, phosphatic."
3104,칼륨비료(광물성 비료나 화학비료로 한정한다),"Mineral or chemical fertilisers, potassic."
3105,"광물성 비료나 화학비료(비료의 필수요소인 질소ㆍ인ㆍ칼륨 중 두 가지나 세 가지를 함유하는 것으로 한정한다), 그 밖의 비료, 이 류에 열거한 물품을 태블릿(tablet) 모양이나 이와 유사한 모양으로 한 것이거나 용기를 포함한 한 개의 총중량이 10킬로그램 이하로 포장한 것","Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, phosphorus and potassium; other fertilisers; goods of this Chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg."
3201,"식물성 유연용 추출물(extract), 탄닌과 그 염ㆍ에테르ㆍ에스테르ㆍ그 밖의 유도체","Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives."
3202,"합성 유기유연제ㆍ무기유연제ㆍ조제 유연제(천연 유연제를 함유하였는지에 상관없다), 유연전(柔軟前) 처리용 효소계 조제품","Synthetic organic tanning substances; inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances; enzymatic preparations for pre-tanning."
3203,"식물성ㆍ동물성 착색제[화학적으로 단일한 것인지에 상관없으며, 염색용 추출물(extract)을 포함하고 수탄(獸炭)은 제외한다]와 이것을 기본 재료로 한 조제품(이 류의 주 제3호의 것으로 한정한다)","Colouring matter of vegetable or animal origin (including dyeing extracts but excluding animal black), whether or not chemically defined; preparations as specified in Note 3 to this Chapter based on colouring matter of vegetable or animal origin."
3204,"합성 유기착색제(화학적으로 단일한 것인지에 상관없다), 이것을 기본 재료로 한 조제품(이 류의 주 제3호의 것으로 한정한다), 형광증백제(螢光增白劑)나 루미노퍼(luminophore)로 사용되는 종류의 합성유기생산품(화학적으로 단일한 것인지에 상관없다)","Synthetic organic colouring matter, whether or not chemically defined; preparations as specified in Note 3 to this Chapter based on synthetic organic colouring matter; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores, whether or not chemically defined."
3205,레이크 안료와 이들을 기본 재료로 한 조제품(이 류의 주 제3호의 것으로 한정한다),Colour lakes; preparations as specified in Note 3 to this Chapter based on colour lakes.
3206,"그 밖의 착색제와 조제품(제3203호ㆍ제3204호ㆍ제3205호에 해당하는 물품은 제외하며, 이 류의 주 제3호의 것으로 한정한다), 루미노퍼(luminophore)로 사용되는 무기물(화학적으로 단일한 것인지에 상관없다)","Other colouring matter; preparations as specified in Note 3 to this Chapter, other than those of heading 32.03, 32.04 or 32.05; inorganic products of a kind used as luminophores, whether or not chemically defined."
3207,"조제 안료ㆍ조제 유백제(乳白劑)ㆍ조제 그림물감ㆍ법랑ㆍ유약ㆍ유약용 슬립ㆍ액체 상태 러스터(lustre)와 이와 유사한 조제품(요업ㆍ에나멜공업ㆍ유리공업에 주로 사용되는 것으로 한정한다), 유리 프리트(frit)와 그 밖의 유리[가루ㆍ알갱이ㆍ플레이크(flake) 모양인 것으로 한정한다]","Prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes, engobes (slips), liquid lustres and similar preparations, of a kind used in the ceramic, enamelling or glass industry; glass frit and other glass, in the form of powder, granules or flakes."
3208,"페인트와 바니시(varnish)[에나멜ㆍ래커(lacquer)를 포함하며, 합성 중합체나 화학적으로 변성한 천연 중합체를 기본 재료로 하여 비수성(非水性) 매질(媒質)에 분산하거나 용해한 것으로 한정한다], 이 류의 주 제4호의 용액","Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium; solutions as defined in Note 4 to this Chapter."
